date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:42	24263/24263	U--M-Z	200	updated ('OK')	text/html	etag:%2208b612fce4fe0000ee07262aec1644a2-ssl-df%22	https://htmx.org/examples/active-search/	C:/websites/htmx/htmx.org/examples/active-search/index.html	(from https://htmx.org/docs/)
19:43:42	2765/2765	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22668a69a4ee779dab983f095d930e564f-ssl-df%22	https://htmx.org/attributes/hx-on	C:/websites/htmx/htmx.org/attributes/hx-on.14.delayed	(from https://htmx.org/docs/)
19:43:43	16073/16073	U--MCZ	200	updated ('OK')	text/html	etag:%225b679831d4eb9755730e096069f636c7-ssl-df%22	https://htmx.org/attributes/hx-trigger/	C:/websites/htmx/htmx.org/attributes/hx-trigger/index.html	(from https://htmx.org/docs/)
19:43:43	20952/20952	U--MCZ	200	updated ('OK')	text/html	etag:%229065b1f2388e0f4512eb1a4b409eeacb-ssl-df%22	https://htmx.org/examples/progress-bar/	C:/websites/htmx/htmx.org/examples/progress-bar/index.html	(from https://htmx.org/docs/)
19:43:43	4140/4140	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%225a481e987f301de1be5cc0e521d3ffbb-ssl-df%22	https://htmx.org/extensions	C:/websites/htmx/htmx.org/extensions.15.delayed	(from https://htmx.org/reference/)
19:43:43	7278/7278	U--MCZ	200	updated ('OK')	text/html	etag:%22c541b8c4f6d588e88085b16fa7615814-ssl-df%22	https://htmx.org/attributes/hx-target/	C:/websites/htmx/htmx.org/attributes/hx-target/index.html	(from https://htmx.org/docs/)
19:43:43	10096/10096	U--MCZ	200	updated ('OK')	text/html	etag:%227034428269a3460707aa937801bb1607-ssl-df%22	https://htmx.org/attributes/hx-indicator/	C:/websites/htmx/htmx.org/attributes/hx-indicator/index.html	(from https://htmx.org/docs/)
19:43:44	9135/9135	U--M-Z	200	updated ('OK')	text/html	etag:%227f9f53b044a84077c843e6572420b6fb-ssl-df%22	https://htmx.org/extensions/alpine-morph/	C:/websites/htmx/htmx.org/extensions/alpine-morph/index.html	(from https://htmx.org/docs/)
19:43:44	25712/25712	U--M-Z	200	updated ('OK')	text/html	etag:%220ce8f249530f9707204efaaf76f469ce-ssl-df%22	https://htmx.org/examples/animations/	C:/websites/htmx/htmx.org/examples/animations/index.html	(from https://htmx.org/docs/)
19:43:44	6533/6533	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%2299c87a085e7dcaf33884aca43859c3e4-ssl-df%22	https://htmx.org/events	C:/websites/htmx/htmx.org/events.16.delayed	(from https://htmx.org/reference/)
19:43:45	12431/12431	U--M-Z	200	updated ('OK')	text/html	etag:%2253c7326ae9f886315aaa47365f053629-ssl-df%22	https://htmx.org/attributes/hx-sync/	C:/websites/htmx/htmx.org/attributes/hx-sync/index.html	(from https://htmx.org/docs/)
19:43:45	6115/6115	U--MCZ	200	updated ('OK')	text/html	etag:%2271140f3294b7c2984d6ac0fd040b5bb5-ssl-df%22	https://htmx.org/extensions/morphdom-swap/	C:/websites/htmx/htmx.org/extensions/morphdom-swap/index.html	(from https://htmx.org/docs/)
19:43:45	0/-1	---M--	301	error ('')			https://htmx.org/discord	C:/websites/htmx/htmx.org/discord.17.delayed	(from https://htmx.org/talk/)
19:43:45	5962/5962	U--MCZ	200	updated ('OK')	text/html	etag:%22cad2b509c5c17c18ef68823912438ac3-ssl-df%22	https://htmx.org/attributes/hx-swap-oob/	C:/websites/htmx/htmx.org/attributes/hx-swap-oob/index.html	(from https://htmx.org/docs/)
19:43:45	5244/5244	U--MCZ	200	updated ('OK')	text/html	etag:%22ff7a398cdd487dcfeeef90c87e921a60-ssl-df%22	https://htmx.org/attributes/hx-select/	C:/websites/htmx/htmx.org/attributes/hx-select/index.html	(from https://htmx.org/docs/)
19:43:45	0/-1	---M--	301	error ('')			https://htmx.org/discord	C:/websites/htmx/htmx.org/discord.18.delayed	(from https://htmx.org/talk/)
19:43:46	7550/7550	U--MCZ	200	updated ('OK')	text/html	etag:%22d5f11d3a82252ee9bccd640411844095-ssl-df%22	https://htmx.org/attributes/hx-select-oob/	C:/websites/htmx/htmx.org/attributes/hx-select-oob/index.html	(from https://htmx.org/docs/)
19:43:47	4712/4712	U--MCZ	200	updated ('OK')	text/html	etag:%2253dbcdc25290010f090797e028f05489-ssl-df%22	https://htmx.org/attributes/hx-preserve/	C:/websites/htmx/htmx.org/attributes/hx-preserve/index.html	(from https://htmx.org/docs/)
19:43:47	5140/5140	U--M-Z	200	updated ('OK')	text/html	etag:%2299fe23b38216e7bccda45d53849e9910-ssl-df%22	https://htmx.org/attributes/hx-params/	C:/websites/htmx/htmx.org/attributes/hx-params/index.html	(from https://htmx.org/docs/)
19:43:47	5553/5553	U--MCZ	200	updated ('OK')	text/html	etag:%2215768202d7afdeb056c5bf6269694faa-ssl-df%22	https://htmx.org/attributes/hx-include/	C:/websites/htmx/htmx.org/attributes/hx-include/index.html	(from https://htmx.org/docs/)
19:43:47	38598/38598	U--MCZ	200	updated ('OK')	text/html	etag:%2299c87a085e7dcaf33884aca43859c3e4-ssl-df%22	https://htmx.org/events/	C:/websites/htmx/htmx.org/events/index.html	(from https://htmx.org/docs/)
19:43:47	4330/4330	U--MCZ	200	updated ('OK')	text/html	etag:%22b0e91034526621905cc16bc93afefe3f-ssl-df%22	https://htmx.org/attributes/hx-encoding/	C:/websites/htmx/htmx.org/attributes/hx-encoding/index.html	(from https://htmx.org/docs/)
19:43:47	7279/7279	U--MCZ	200	updated ('OK')	text/html	etag:%22fef2039cd6391312b517602733a81588-ssl-df%22	https://htmx.org/attributes/hx-vals/	C:/websites/htmx/htmx.org/attributes/hx-vals/index.html	(from https://htmx.org/docs/)
19:43:47	387030/387030	------	200	untouched ('')	image/png	etag:%2291a840c62b3107c4def6f81ec573dd71-ssl%22	https://htmx.org/img/memes/justusehtml.png	C:/websites/htmx/htmx.org/img/memes/justusehtml.1f.delayed	(from https://htmx.org/essays/)
19:43:48	5928/5928	U--MCZ	200	updated ('OK')	text/html	etag:%223bc5d2cd74eb3e56e4d17ab4a356abd0-ssl-df%22	https://htmx.org/attributes/hx-vars/	C:/websites/htmx/htmx.org/attributes/hx-vars/index.html	(from https://htmx.org/docs/)
19:43:48	4786/4786	U--MCZ	200	updated ('OK')	text/html	etag:%226a20a35be095fb314025f121a25f95cf-ssl-df%22	https://htmx.org/attributes/hx-confirm/	C:/websites/htmx/htmx.org/attributes/hx-confirm/index.html	(from https://htmx.org/docs/)
19:43:48	8669/8669	U--MCZ	200	updated ('OK')	text/html	etag:%226a4874c21f814f4cd787b1b3129cd7f2-ssl-df%22	https://htmx.org/examples/confirm/	C:/websites/htmx/htmx.org/examples/confirm/index.html	(from https://htmx.org/docs/)
19:43:48	383397/383397	------	200	untouched ('')	image/png	etag:%227298920dbe0a14dfc824756e0050013c-ssl%22	https://htmx.org/img/memes/dbtohtml.png	C:/websites/htmx/htmx.org/img/memes/dbtohtml.2b.delayed	(from https://htmx.org/essays/)
19:43:49	9725/9725	U--MCZ	200	updated ('OK')	text/html	etag:%22f861f63619ea2eabcdcc5ef885241cc7-ssl-df%22	https://htmx.org/attributes/hx-disinherit/	C:/websites/htmx/htmx.org/attributes/hx-disinherit/index.html	(from https://htmx.org/docs/)
19:43:49	8132/8132	U--MCZ	200	updated ('OK')	text/html	etag:%22ddf5292e5a46a250f9ebbb930bf5c1ab-ssl-df%22	https://htmx.org/attributes/hx-boost/	C:/websites/htmx/htmx.org/attributes/hx-boost/index.html	(from https://htmx.org/docs/)
19:43:49	18442/18442	U--MCZ	200	updated ('OK')	text/html	etag:%2288f1a38344eeeca32f1914463a4f5ba3-ssl-df%22	https://htmx.org/extensions/server-sent-events/	C:/websites/htmx/htmx.org/extensions/server-sent-events/index.html	(from https://htmx.org/docs/)
19:43:51	7578/7578	U--MCZ	200	updated ('OK')	text/html	etag:%22db71a510c5b8c554062e924e148785ab-ssl-df%22	https://htmx.org/attributes/hx-ws/	C:/websites/htmx/htmx.org/attributes/hx-ws/index.html	(from https://htmx.org/docs/)
19:43:51	6635/6635	U--MCZ	200	updated ('OK')	text/html	etag:%22e4e08464b1ac9d62400616ee64325042-ssl-df%22	https://htmx.org/attributes/hx-push-url/	C:/websites/htmx/htmx.org/attributes/hx-push-url/index.html	(from https://htmx.org/docs/)
19:43:51	23439/23439	U--MCZ	200	updated ('OK')	text/html	etag:%22e8a8530bfa13dd4066afb39f13f43b3f-ssl-df%22	https://htmx.org/extensions/web-sockets/	C:/websites/htmx/htmx.org/extensions/web-sockets/index.html	(from https://htmx.org/docs/)
19:43:51	10486/10486	U--MCZ	200	updated ('OK')	text/html	etag:%22989a19e537c57c00ab56bc2c20f014c2-ssl-df%22	https://htmx.org/attributes/hx-sse/	C:/websites/htmx/htmx.org/attributes/hx-sse/index.html	(from https://htmx.org/docs/)
19:43:52	5232/5232	U--M-Z	200	updated ('OK')	text/html	etag:%228f21d8f40e2785a9e29f6387538506fd-ssl-df%22	https://htmx.org/attributes/hx-history-elt/	C:/websites/htmx/htmx.org/attributes/hx-history-elt/index.html	(from https://htmx.org/docs/)
19:43:53	5326/5326	U--MCZ	200	updated ('OK')	text/html	etag:%222a158fc274fa4f531fec5f8c980dd215-ssl-df%22	https://htmx.org/attributes/hx-history/	C:/websites/htmx/htmx.org/attributes/hx-history/index.html	(from https://htmx.org/docs/)
19:43:53	4748/4748	U--MCZ	200	updated ('OK')	text/html	etag:%22a3383eca6c7a063a0585f242522f9fe6-ssl-df%22	https://htmx.org/attributes/hx-prompt/	C:/websites/htmx/htmx.org/attributes/hx-prompt/index.html	(from https://htmx.org/docs/)
19:43:53	9171/9171	U--MCZ	200	updated ('OK')	text/html	etag:%2272550f17da522208817c0b96f37e8428-ssl-df%22	https://htmx.org/headers/hx-trigger/	C:/websites/htmx/htmx.org/headers/hx-trigger/index.html	(from https://htmx.org/docs/)
19:43:54	4162/4162	U--MCZ	200	updated ('OK')	text/html	etag:%227baa790801003611175f94f47346ad22-ssl-df%22	https://htmx.org/attributes/hx-validate/	C:/websites/htmx/htmx.org/attributes/hx-validate/index.html	(from https://htmx.org/docs/)
19:43:55	5436/5436	U--MCZ	200	updated ('OK')	text/html	etag:%2266cd534214de85e43aedacd89c71ef28-ssl-df%22	https://htmx.org/attributes/hx-ext/	C:/websites/htmx/htmx.org/attributes/hx-ext/index.html	(from https://htmx.org/docs/)
19:43:55	5074/5074	U--MCZ	200	updated ('OK')	text/html	etag:%22856af2398834736e4c3973147a143098-ssl-df%22	https://htmx.org/extensions/json-enc/	C:/websites/htmx/htmx.org/extensions/json-enc/index.html	(from https://htmx.org/docs/)
19:43:55	13474/13474	U--MCZ	200	updated ('OK')	text/html	etag:%22b862e5baa4b8fc9fdeb2a18730919b34-ssl-df%22	https://htmx.org/extensions/client-side-templates/	C:/websites/htmx/htmx.org/extensions/client-side-templates/index.html	(from https://htmx.org/docs/)
19:43:57	9033/9033	U--MCZ	200	updated ('OK')	text/html	etag:%22d080966f857bbb27279ad8aa647031a3-ssl-df%22	https://htmx.org/extensions/path-deps/	C:/websites/htmx/htmx.org/extensions/path-deps/index.html	(from https://htmx.org/docs/)
19:43:59	8069/8069	U--MCZ	200	updated ('OK')	text/html	etag:%2235be5305187be7dc90d2833d998b590a-ssl-df%22	https://htmx.org/extensions/class-tools/	C:/websites/htmx/htmx.org/extensions/class-tools/index.html	(from https://htmx.org/docs/)
19:43:59	14023/14023	U--MCZ	200	updated ('OK')	text/html	etag:%22062a9c69288fcc04f7c09188e529ddca-ssl-df%22	https://htmx.org/extensions/multi-swap/	C:/websites/htmx/htmx.org/extensions/multi-swap/index.html	(from https://htmx.org/docs/)
19:43:59	22637/22637	U--MCZ	200	updated ('OK')	text/html	etag:%22c832c5985dbc27f4431a8d5737219f08-ssl-df%22	https://htmx.org/essays/hypermedia-friendly-scripting/	C:/websites/htmx/htmx.org/essays/hypermedia-friendly-scripting/index.html	(from https://htmx.org/docs/)
19:44:00	11844/11844	U--MCZ	200	updated ('OK')	text/html	etag:%22060d7d57561a46af4c3a01b1587e4673-ssl-df%22	https://htmx.org/essays/locality-of-behaviour/	C:/websites/htmx/htmx.org/essays/locality-of-behaviour/index.html	(from https://htmx.org/docs/)
19:44:00	10281/10281	U--MCZ	200	updated ('OK')	text/html	etag:%22668a69a4ee779dab983f095d930e564f-ssl-df%22	https://htmx.org/attributes/hx-on/	C:/websites/htmx/htmx.org/attributes/hx-on/index.html	(from https://htmx.org/docs/)
19:44:01	12773/12773	U--M-Z	200	updated ('OK')	text/html	etag:%225ced3d3a8546b2fc53d9153d5a0b0d56-ssl-df%22	https://htmx.org/examples/sortable/	C:/websites/htmx/htmx.org/examples/sortable/index.html	(from https://htmx.org/docs/)
19:44:01	5757/5757	U--MCZ	200	updated ('OK')	text/html	etag:%22d8a76af0c66632c802254799caf75840-ssl-df%22	https://htmx.org/attributes/hx-headers/	C:/websites/htmx/htmx.org/attributes/hx-headers/index.html	(from https://htmx.org/reference/)
19:44:02	4256/4256	U--MCZ	200	updated ('OK')	text/html	etag:%22f483e9f333969ef4ecbbdc0649d37e9b-ssl-df%22	https://htmx.org/attributes/hx-disable/	C:/websites/htmx/htmx.org/attributes/hx-disable/index.html	(from https://htmx.org/reference/)
19:44:02	6661/6661	U--MCZ	200	updated ('OK')	text/html	etag:%22619a2512fd67ca9d5bc9b4874316a8d8-ssl-df%22	https://htmx.org/attributes/hx-replace-url/	C:/websites/htmx/htmx.org/attributes/hx-replace-url/index.html	(from https://htmx.org/reference/)
19:44:02	5389/5389	U--MCZ	200	updated ('OK')	text/html	etag:%22cb57e5d729b4ce7ce73c209de66c637d-ssl-df%22	https://htmx.org/attributes/hx-request/	C:/websites/htmx/htmx.org/attributes/hx-request/index.html	(from https://htmx.org/reference/)
19:44:03	5700/5700	U--MCZ	200	updated ('OK')	text/html	etag:%22a9ed523ad5c3d51006d86f2fa0af6629-ssl-df%22	https://htmx.org/headers/hx-location/	C:/websites/htmx/htmx.org/headers/hx-location/index.html	(from https://htmx.org/reference/)
19:44:03	4701/4701	U--MCZ	200	updated ('OK')	text/html	etag:%2214a891e9c66372ed5457352f616e9b2f-ssl-df%22	https://htmx.org/headers/hx-push-url/	C:/websites/htmx/htmx.org/headers/hx-push-url/index.html	(from https://htmx.org/reference/)
19:44:03	4820/4820	U--MCZ	200	updated ('OK')	text/html	etag:%22a9b4478afc876bb7bdde3fc10bf2b8bb-ssl-df%22	https://htmx.org/headers/hx-replace-url/	C:/websites/htmx/htmx.org/headers/hx-replace-url/index.html	(from https://htmx.org/reference/)
19:44:03	44491/44491	U--MCZ	200	updated ('OK')	text/html	etag:%22edb8ceaa6099fe8bd6f21d260bd2c586-ssl-df%22	https://htmx.org/api/	C:/websites/htmx/htmx.org/api/index.html	(from https://htmx.org/reference/)
19:44:03	14399/14399	U--MCZ	200	updated ('OK')	text/html	etag:%22b18aca35a1fb4fa74156870b3105ab1a-ssl-df%22	https://htmx.org/server-examples/	C:/websites/htmx/htmx.org/server-examples/index.html	(from https://htmx.org/examples/)
19:44:04	13319/13319	U--MCZ	200	updated ('OK')	text/html	etag:%2205402dada1d8e06172ba887b0172ae41-ssl-df%22	https://htmx.org/examples/click-to-edit/	C:/websites/htmx/htmx.org/examples/click-to-edit/index.html	(from https://htmx.org/examples/)
19:44:04	0/-1	---M--	301	error ('')			https://htmx.org/events	C:/websites/htmx/htmx.org/events.34.delayed	(from https://htmx.org/migration-guide/)
19:44:06	14417/14417	U--MCZ	200	updated ('OK')	text/html	etag:%22d59f369fcd7a279d2b61192965496f45-ssl-df%22	https://htmx.org/examples/bulk-update/	C:/websites/htmx/htmx.org/examples/bulk-update/index.html	(from https://htmx.org/examples/)
19:44:06	9586/9586	U--MCZ	200	updated ('OK')	text/html	etag:%2266dbad9da4f7fe20405e3d533f32f097-ssl-df%22	https://htmx.org/examples/click-to-load/	C:/websites/htmx/htmx.org/examples/click-to-load/index.html	(from https://htmx.org/examples/)
19:44:06	12030/12030	U--MCZ	200	updated ('OK')	text/html	etag:%22a2d1836225143c587ffe4420e6a0b57d-ssl-df%22	https://htmx.org/examples/delete-row/	C:/websites/htmx/htmx.org/examples/delete-row/index.html	(from https://htmx.org/examples/)
19:44:06	17790/17790	U--MCZ	200	updated ('OK')	text/html	etag:%2273141759de8b335c928fb566176433d9-ssl-df%22	https://htmx.org/examples/edit-row/	C:/websites/htmx/htmx.org/examples/edit-row/index.html	(from https://htmx.org/examples/)
19:44:07	9450/9450	U--M-Z	200	updated ('OK')	text/html	etag:%228bac64d9b2f67e46ab3efd74c0b9b28a-ssl-df%22	https://htmx.org/examples/infinite-scroll/	C:/websites/htmx/htmx.org/examples/infinite-scroll/index.html	(from https://htmx.org/examples/)
19:44:07	8107/8107	U--MCZ	200	updated ('OK')	text/html	etag:%22e4402b71d2947b6ca018e9f7582cbfcd-ssl-df%22	https://htmx.org/examples/lazy-load/	C:/websites/htmx/htmx.org/examples/lazy-load/index.html	(from https://htmx.org/examples/)
19:44:08	15761/15761	U--MCZ	200	updated ('OK')	text/html	etag:%22619b403c80d58f8f604e788bb5648070-ssl-df%22	https://htmx.org/examples/inline-validation/	C:/websites/htmx/htmx.org/examples/inline-validation/index.html	(from https://htmx.org/examples/)
19:44:08	11492/11492	U--MCZ	200	updated ('OK')	text/html	etag:%22e981dd4cb3cb439a874954515b2863ab-ssl-df%22	https://htmx.org/examples/value-select/	C:/websites/htmx/htmx.org/examples/value-select/index.html	(from https://htmx.org/examples/)
19:44:09	9456/9456	U--MCZ	200	updated ('OK')	text/html	etag:%22293825beea6c5bd03a80e3c800c5fe7a-ssl-df%22	https://htmx.org/examples/file-upload/	C:/websites/htmx/htmx.org/examples/file-upload/index.html	(from https://htmx.org/examples/)
19:44:09	8549/8549	U--MCZ	200	updated ('OK')	text/html	etag:%224c0aa52ea82222a6c8a3992abe31a987-ssl-df%22	https://htmx.org/examples/dialogs/	C:/websites/htmx/htmx.org/examples/dialogs/index.html	(from https://htmx.org/examples/)
19:44:11	16181/16181	U--MCZ	200	updated ('OK')	text/html	etag:%22dce5c1a13c6b9ec4f7b251ff05ceb2e5-ssl-df%22	https://htmx.org/examples/modal-uikit/	C:/websites/htmx/htmx.org/examples/modal-uikit/index.html	(from https://htmx.org/examples/)
